排名,项目名称,完整名称,作者,描述,语言,Stars,Forks,Issues,创建时间,更新时间,仓库链接,主页链接,许可证,大小(KB),是否Fork,是否已归档
83,pandoc_resume,mszep/pandoc_resume,mszep,The Markdown Resume,TeX,1768,762,38,2014-07-09T19:40:28Z,2026-07-15T16:43:32Z,https://github.com/mszep/pandoc_resume,http://mszep.github.io/pandoc_resume/,MIT License,147,False,False
84,Cpp17,MeouSker77/Cpp17,MeouSker77,本书为《C++17 the complete guide》的个人中文翻译，仅供学习和交流使用，侵删,TeX,1753,273,1,2019-10-07T14:34:27Z,2026-07-13T11:59:19Z,https://github.com/MeouSker77/Cpp17,,,36897,False,False
85,WebLaTex,sanjib-sen/WebLaTex,sanjib-sen,A complete alternative for Overleaf with VSCode + Web + Git Integration + Copilot + Grammar & Spell Checker + Live Collaboration Support. Based on GitHub Codespace and Dev container.,TeX,1724,457,16,2022-10-23T09:18:32Z,2026-07-14T13:48:56Z,https://github.com/sanjib-sen/WebLaTex,https://github.com/sanjib-sen/weblatex/generate,MIT License,24825,False,False
86,acm-cheat-sheet,soulmachine/acm-cheat-sheet,soulmachine,Acm Cheat Sheet,TeX,1715,532,15,2013-04-13T17:08:41Z,2026-07-16T07:38:20Z,https://github.com/soulmachine/acm-cheat-sheet,,,71560,False,False
87,yellowpaper,ethereum/yellowpaper,ethereum,"The ""Yellow Paper"": Ethereum's formal specification",TeX,1712,534,130,2014-04-02T04:09:12Z,2026-07-19T01:26:49Z,https://github.com/ethereum/yellowpaper,,Creative Commons Attribution Share Alike 4.0 International,3635,False,False
88,LaTeX-Template-Cn,DeathKing/LaTeX-Template-Cn,DeathKing,\LaTeX 中文模版收集。,TeX,1705,830,1,2014-07-24T13:08:15Z,2026-07-18T01:36:16Z,https://github.com/DeathKing/LaTeX-Template-Cn,,,6077,False,True
89,ThinkBayes,AllenDowney/ThinkBayes,AllenDowney,Code repository for Think Bayes.,TeX,1698,1902,12,2013-07-08T14:30:42Z,2026-07-14T09:25:02Z,https://github.com/AllenDowney/ThinkBayes,,,46247,False,False
90,machine-learning-visualized,gavinkhung/machine-learning-visualized,gavinkhung,ML algorithms implemented and derived from first-principles in Jupyter Notebooks and NumPy,TeX,1695,153,1,2025-03-15T22:31:42Z,2026-07-17T20:07:02Z,https://github.com/gavinkhung/machine-learning-visualized,https://ml-visualized.com/,MIT License,19148,False,False
91,LaTeX-examples,MartinThoma/LaTeX-examples,MartinThoma,Examples for the usage of LaTeX,TeX,1688,413,5,2012-08-09T05:02:14Z,2026-07-08T16:12:19Z,https://github.com/MartinThoma/LaTeX-examples,,MIT License,305364,False,False
92,Awesome-Interaction-Aware-Trajectory-Prediction,jiachenli94/Awesome-Interaction-Aware-Trajectory-Prediction,jiachenli94,A selection of state-of-the-art research materials on trajectory prediction,TeX,1685,308,1,2019-07-15T21:21:05Z,2026-07-16T17:57:01Z,https://github.com/jiachenli94/Awesome-Interaction-Aware-Trajectory-Prediction,,MIT License,458,False,False
93,beamer,josephwright/beamer,josephwright,A LaTeX class for producing presentations and slides,TeX,1679,159,120,2016-11-27T09:01:30Z,2026-07-16T01:44:16Z,https://github.com/josephwright/beamer,,Other,47820,False,False
94,thesisuestc,bdebye/thesisuestc,bdebye,ThesisUESTC-电子科技大学毕业论文模板,TeX,1668,353,40,2017-02-13T16:38:48Z,2026-07-16T11:32:58Z,https://github.com/bdebye/thesisuestc,https://bdebye.github.io/thesisuestc/,,8883,False,False
95,state-of-open-source-ai,premAI-io/state-of-open-source-ai,premAI-io,:closed_book: Clarity in the current fast-paced mess of Open Source innovation,TeX,1635,100,26,2023-08-10T11:47:01Z,2026-07-17T10:23:13Z,https://github.com/premAI-io/state-of-open-source-ai,https://book.premai.io/state-of-open-source-ai,Other,767,False,False
96,Note-by-LaTeX,wklchris/Note-by-LaTeX,wklchris,《简单粗暴 LaTeX》出版图书开源仓库 | The opensource repo for my published LaTeX book. ,TeX,1618,210,1,2016-08-04T14:10:00Z,2026-07-18T13:03:05Z,https://github.com/wklchris/Note-by-LaTeX,,,10481,False,False
97,DND-5e-LaTeX-Template,rpgtex/DND-5e-LaTeX-Template,rpgtex,"LaTeX package to typeset material for the fifth edition of the ""world's greatest roleplaying game"".",TeX,1617,332,23,2015-03-12T06:06:49Z,2026-07-16T07:23:31Z,https://github.com/rpgtex/DND-5e-LaTeX-Template,,MIT License,21342,False,False
98,awesome-multi-agent-papers,kyegomez/awesome-multi-agent-papers,kyegomez,A compilation of the best multi-agent papers,TeX,1616,155,12,2024-02-21T19:45:57Z,2026-07-19T23:49:02Z,https://github.com/kyegomez/awesome-multi-agent-papers,https://discord.gg/3keGBK9Pvr,Other,451,False,False
99,Deep-Learning-for-Medical-Applications,albarqouni/Deep-Learning-for-Medical-Applications,albarqouni,Deep Learning Papers on Medical Image Analysis,TeX,1612,503,2,2017-03-11T12:28:04Z,2026-07-10T09:51:41Z,https://github.com/albarqouni/Deep-Learning-for-Medical-Applications,,GNU General Public License v3.0,86,False,False
100,cs224n-winter17-notes,stanfordnlp/cs224n-winter17-notes,stanfordnlp,Course notes for CS224N Winter17,TeX,1602,429,3,2017-02-09T23:43:11Z,2026-06-28T10:01:47Z,https://github.com/stanfordnlp/cs224n-winter17-notes,,,11659,False,False
